URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Has Biological Taxonomy,Has taxonomic identifier,Has anatomical identification,Has fusion character,Has physiological sex determination,Archaeological Horizon,Articulation,Completeness Of Element,Completeness Of Portion,Fusion Distal,Fusion Proximal,Osteo Id,Pathology,Proximaldistal,Sex,Symmetry,Taxonomic Id,Principal Author / Analyst,Fragmentation,Number Of Elements,Number Of Fragments
http://opencontext.org/subjects/58A72B27-20E8-4493-B53B-9D9EF0EB3A59,https://n2t.net/ark:/28722/k2rb6w64j,Bone J5c21-3,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J5c,,http://opencontext.org/subjects/B48DEDB5-2C3E-45D1-B541-319DC56A74C2,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:58:00Z,Ovis orientalis,Ovis orientalis,mandible,,,21,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/6200F9E9-6C95-4DE9-7D8C-B7E3D7A2D84C,https://n2t.net/ark:/28722/k2qv3hh8p,Bone L5d15-22,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,IV,Square L5d,,http://opencontext.org/subjects/94D41961-D8D2-47B8-9285-CACA72E6354E,37.08335,30.579436,-12500,-12100,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T06:06:05Z,Capra aegagrus,Capra aegagrus,mandible,,,15,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Capra aegagrus,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/0C7F9F8F-0F70-4164-DF14-79C92A20C74D,https://n2t.net/ark:/28722/k26q1sn7h,Bone J5c13-4,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,IV,Square J5c,,http://opencontext.org/subjects/3E32E44C-5462-4829-CA07-6AB4499B0FFC,37.08335,30.579436,-12500,-12100,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:34Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,13,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Dama dama,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/9818063B-4DCC-4F45-AD2B-E3697AA5155D,https://n2t.net/ark:/28722/k2ks6pj6f,Bone I7d22-51,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square I7d,,http://opencontext.org/subjects/5CDBFAFC-B739-4273-70FA-ED64650135ED,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:55:30Z,Ovis orientalis,Ovis orientalis,mandible,,,22,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/CD021A8E-AD25-4A75-2722-07E377A4B379,https://n2t.net/ark:/28722/k26w9bp7b,Bone J5c19-20,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5c,,http://opencontext.org/subjects/9884D9D9-BC4A-4022-8706-7C3F6EF9C545,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:52Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,19,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Dama dama,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/CE1E9972-1C1C-4CA0-B8F1-EF8905076258,https://n2t.net/ark:/28722/k2fn10x8j,Bone J5d14-15,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,IV,Square J5d,,http://opencontext.org/subjects/A2DE2FBE-F9C1-48DA-9AE5-E84A82E2280F,37.08335,30.579436,-12500,-12100,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:58:42Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,14,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Dama dama,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/9562F20A-DFFD-4CC4-689F-9CACFE91351D,https://n2t.net/ark:/28722/k29c6s48n,Bone J5d24-1,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VIII,Square J5d,,http://opencontext.org/subjects/7DF66577-448D-4EA6-AF6E-71151315C7A3,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:09Z,Ovis orientalis,Ovis orientalis,mandible,,,24,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/001389F8-3A10-4ABB-AC88-44BDD00B85D0,https://n2t.net/ark:/28722/k23b61p0n,Bone J5c18-30,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5c,,http://opencontext.org/subjects/9884D9D9-BC4A-4022-8706-7C3F6EF9C545,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:48Z,Sheep/goat,Sheep or goat,mandible,,,18,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/CC086022-658D-46B9-6132-485484A33C72,https://n2t.net/ark:/28722/k2kk98s56,Bone J5d19-16,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5d,,http://opencontext.org/subjects/22CE88AD-4417-4AA7-1930-94E3A93DBB8D,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:58:53Z,Sheep/goat,Sheep or goat,mandible,,,19,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/F6C6F591-32C5-45B2-FC48-D09F0D6EF011,https://n2t.net/ark:/28722/k2086391d,Bone J5d16-2,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,V,Square J5d,,http://opencontext.org/subjects/3E70B16C-43C2-4F4A-6AD0-850C4F5ECF6D,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:58:46Z,Sheep/goat,Sheep or goat,mandible,,,16,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/B5FC0891-5D19-44B7-1CBD-A01BFE682E58,https://n2t.net/ark:/28722/k2d795g0h,Bone J9d21-4,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J9d,,http://opencontext.org/subjects/67A1F8BC-00F1-4965-C363-ED5EFC3679DD,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:00:56Z,Ovis orientalis,Ovis orientalis,mandible,,,21,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/BFFC722D-3434-4B6B-2020-B15651ACC796,https://n2t.net/ark:/28722/k2513v17t,Bone K5c13-10,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,IV,Square K5c,,http://opencontext.org/subjects/FE4EA670-5327-44EE-001B-1C19709B882E,37.08335,30.579436,-12500,-12100,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T06:02:52Z,Ovis orientalis,Ovis orientalis,mandible,,,13,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/8C0018CD-D75B-4DF5-34FD-E749E2BF6F0B,https://n2t.net/ark:/28722/k24m95r0d,Bone J10c18-2,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J10c,,http://opencontext.org/subjects/C75F0DFD-9139-4B59-A52D-ADFA14137F35,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T06:01:56Z,Ovis orientalis,Ovis orientalis,mandible,,,18,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/6E74964D-24C5-465B-FF5D-A44FD8C2D3F3,https://n2t.net/ark:/28722/k20867k81,Bone J5c19-43,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5c,,http://opencontext.org/subjects/9884D9D9-BC4A-4022-8706-7C3F6EF9C545,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:55Z,Ovis orientalis,Ovis orientalis,mandible,,,19,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis orientalis,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/25AF7896-7BD4-49F4-BD21-E0D608197DED,https://n2t.net/ark:/28722/k2736rg5w,Bone J5c18-3,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5c,,http://opencontext.org/subjects/9884D9D9-BC4A-4022-8706-7C3F6EF9C545,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:44Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,18,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Dama dama,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/793FD947-AB91-402B-046F-B0B9830CFA8B,https://n2t.net/ark:/28722/k2zc7s008,Bone K5c23-4,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square K5c,,http://opencontext.org/subjects/BD15C1DE-CFA7-4903-3069-158AE3719F28,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:03:15Z,Ovis orientalis,Ovis orientalis,mandible,,,23,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/425696D3-BACD-456A-0F04-17BF8D300D1B,https://n2t.net/ark:/28722/k2319xh25,Bone J5c19-5,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square J5c,,http://opencontext.org/subjects/9884D9D9-BC4A-4022-8706-7C3F6EF9C545,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:57:50Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,19,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Dama dama,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/3B5C1E2B-018C-4152-A25E-4B81136D66FF,https://n2t.net/ark:/28722/k2qr4nw4p,Bone K5c13-4,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,IV,Square K5c,,http://opencontext.org/subjects/FE4EA670-5327-44EE-001B-1C19709B882E,37.08335,30.579436,-12500,-12100,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T06:02:51Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,13,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Dama dama,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/DEF986EE-D07C-46FB-90AC-ED5A8BB5CC2C,https://n2t.net/ark:/28722/k2h98zj5k,Bone I6B9-22,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,II,Square I6B,,http://opencontext.org/subjects/50295E87-8B05-4391-CC39-7238C7CB543F,37.08335,30.579436,-11900,-11700,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:55:01Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,9,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Dama dama,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/7466DFFB-5A5D-45EF-29AD-94AA0991E751,https://n2t.net/ark:/28722/k2377b81t,Bone J5d24-4,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VIII,Square J5d,,http://opencontext.org/subjects/7DF66577-448D-4EA6-AF6E-71151315C7A3,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:10Z,Sheep/goat,Sheep or goat,mandible,,,24,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/9361D6F7-7BAA-4313-816B-AF3C9A9B01FC,https://n2t.net/ark:/28722/k25m62b5c,Bone L5c20-29,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square L5c,,http://opencontext.org/subjects/CC0B63DF-84AD-4EE7-3E5D-09E2905CA051,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:05:40Z,Sheep/goat,Sheep or goat,mandible,,,20,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/95FFE36A-C94F-4C49-C3A8-8A62D31CA875,https://n2t.net/ark:/28722/k2x05xh4q,Bone J5d23-5,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J5d,,http://opencontext.org/subjects/869E4CBE-4ACC-4D6E-0CEB-DFEB46C58B20,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:09Z,Sheep/goat,Sheep or goat,mandible,,,23,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/F6549F16-439A-4A78-0F22-E8E969D3FFF4,https://n2t.net/ark:/28722/k25m62b4w,Bone J5d24-3,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VIII,Square J5d,,http://opencontext.org/subjects/7DF66577-448D-4EA6-AF6E-71151315C7A3,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:09Z,Ovis orientalis,Ovis orientalis,mandible,,,24,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/BEF142E6-B475-4615-0D23-35333FB9D1CA,https://n2t.net/ark:/28722/k2w669c91,Bone L5d20-28,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square L5d,,http://opencontext.org/subjects/7FF9B225-3308-48BC-CAC1-5BDA22CF0F9F,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:06:14Z,Sheep/goat,Sheep or goat,mandible,,,20,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/67D6D1A9-C8F3-42F3-8D44-E90ED29342C8,https://n2t.net/ark:/28722/k2np1wp4f,Bone J9d21-36,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J9d,,http://opencontext.org/subjects/67A1F8BC-00F1-4965-C363-ED5EFC3679DD,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:01:01Z,Ovis orientalis,Ovis orientalis,mandible,,,21,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/27627885-1938-41A7-B135-3BE14DCB7FE6,https://n2t.net/ark:/28722/k2319s71f,Bone K5c23-2,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square K5c,,http://opencontext.org/subjects/BD15C1DE-CFA7-4903-3069-158AE3719F28,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:03:15Z,"Dama dama (Linnaeus, 1758)",Dama dama,mandible,,,23,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Dama dama,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/B16C9A59-AEF5-4D00-38E1-6F619F7CED33,https://n2t.net/ark:/28722/k2zg6mm79,Bone J5d24-2,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VIII,Square J5d,,http://opencontext.org/subjects/7DF66577-448D-4EA6-AF6E-71151315C7A3,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:09Z,Ovis orientalis,Ovis orientalis,mandible,,,24,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/AA873860-3C93-4A4E-8E33-FF9F7BD2F3FA,https://n2t.net/ark:/28722/k2959cc4z,Bone J5d22-5,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J5d,,http://opencontext.org/subjects/869E4CBE-4ACC-4D6E-0CEB-DFEB46C58B20,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:08Z,Sheep/goat,Sheep or goat,mandible,,,22,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis/Capra,Levent Atici,Not applicable,0,1
http://opencontext.org/subjects/71CDD4A8-6B81-439B-E0AD-11487E6918EB,https://n2t.net/ark:/28722/k2sb3x32t,Bone L5c20-24,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square L5c,,http://opencontext.org/subjects/CC0B63DF-84AD-4EE7-3E5D-09E2905CA051,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:05:39Z,Sheep/goat,Sheep or goat,mandible,,,20,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/DF149DCF-B9AF-4B36-CAC9-8EB058AC1615,https://n2t.net/ark:/28722/k2x34mw6j,Bone L5c20-28,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square L5c,,http://opencontext.org/subjects/CC0B63DF-84AD-4EE7-3E5D-09E2905CA051,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:05:40Z,Sheep/goat,Sheep or goat,mandible,,,20,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/B48E2B9B-98F7-45EF-8409-62DCC2CB3D08,https://n2t.net/ark:/28722/k2v69ds1m,Bone I7d22-49,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square I7d,,http://opencontext.org/subjects/5CDBFAFC-B739-4273-70FA-ED64650135ED,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:55:30Z,Ovis orientalis,Ovis orientalis,mandible,,,22,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/BAFDC8ED-673F-412E-2BC1-5D3835C02C7C,https://n2t.net/ark:/28722/k2fq9q901,Bone K5d19-48,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square K5d,,http://opencontext.org/subjects/9AB5AE08-7EF3-429E-EA1C-78CDE08FBB79,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:03:53Z,Sheep/goat,Sheep or goat,mandible,,,19,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Right,Ovis/Capra,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/30252032-7DBB-484B-E937-13F0B0CE1E5B,https://n2t.net/ark:/28722/k2fb4wr3p,Bone K5c23-3,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square K5c,,http://opencontext.org/subjects/BD15C1DE-CFA7-4903-3069-158AE3719F28,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:03:15Z,Ovis orientalis,Ovis orientalis,mandible,,,23,Separate,Not applicable,Not applicable,Not applicable,Not applicable,Mandible with teeth,No pathology,Not applicable,Nonidentified,Left,Ovis orientalis,Levent Atici,Not applicable,1,1
http://opencontext.org/subjects/0CF37A48-3C8D-45CA-C7D8-58C2B9F03889,https://n2t.net/ark:/28722/k2nk36920,Bone J8c22-31,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J8c,,http://opencontext.org/subjects/C375C56E-B1E7-4575-B5A4-239B57FAD6A8,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T05:59:52Z,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Distal epiphysis unfused,,22,Separate,< 1/4 of estimated size,Complete,Unfused,Not applicable,Metatarsus III + IV,No pathology,Distal,Nonidentified,Right,Ovis orientalis,Levent Atici,Loose epiphysis,1,1
http://opencontext.org/subjects/C121EC02-9ED7-4E62-8FFA-1F07690B6AF0,https://n2t.net/ark:/28722/k2pc2zp79,Bone I7d22-85,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square I7d,,http://opencontext.org/subjects/5CDBFAFC-B739-4273-70FA-ED64650135ED,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:55:34Z,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Distal epiphysis unfused,,22,Separate,< 1/4 of estimated size,Complete,Unfused,Not applicable,Metatarsus III + IV,No pathology,Distal,Nonidentified,Right,Ovis orientalis,Levent Atici,Loose epiphysis,1,1
http://opencontext.org/subjects/10ED5AB5-7AD8-4CA3-3968-D2C2865993EE,https://n2t.net/ark:/28722/k21g0j02b,Bone J9d22-38,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VII,Square J9d,,http://opencontext.org/subjects/67A1F8BC-00F1-4965-C363-ED5EFC3679DD,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-26T00:00:00Z,2020-03-28T06:01:15Z,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Distal epiphysis unfused,,22,Separate,< 1/4 of estimated size,Complete,Unfused,Not applicable,Metacarpus III + IV,No pathology,Distal,Nonidentified,Left,Ovis orientalis,Levent Atici,Loose epiphysis,1,1
http://opencontext.org/subjects/E195C93F-8631-4078-A536-E71D677F7463,https://n2t.net/ark:/28722/k2jm27w3j,Bone I7d22-86,Zooarchaeology of Öküzini Cave,http://opencontext.org/projects/8894EEC0-DC96-4304-1EFC-4572FD91717A,Turkey,Öküzini Cave,VI,Square I7d,,http://opencontext.org/subjects/5CDBFAFC-B739-4273-70FA-ED64650135ED,37.08335,30.579436,-17840,-10950,Animal Bone,2013-02-25T00:00:00Z,2020-03-28T05:55:35Z,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Distal epiphysis unfused,,22,Separate,< 1/4 of estimated size,Complete,Unfused,Not applicable,Metatarsus III + IV,No pathology,Distal,Nonidentified,Right,Ovis orientalis,Levent Atici,Loose epiphysis,1,1
