URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Has Biological Taxonomy,Has taxonomic identifier,Has anatomical identification,Has fusion character,Has physiological sex determination,Archaeological Horizon,Articulation,Completeness Of Element,Completeness Of Portion,Fragmentation,Fusion Distal,Fusion Proximal,Osteo Id,Pathology,Proximaldistal,Sex,Symmetry,Taxonomic Id,Principal Author / Analyst,Number Of Elements,Number Of Fragments
"http://opencontext.org/subjects/F431B1DD-E5D3-4AED-E985-13CE39450D90","https://n2t.net/ark:/28722/k27d2vm41","Bone G1420-2","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G14","http://opencontext.org/subjects/D7F3719B-C90B-44CB-E19A-5A82CBA55B99","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:41Z","Ovis orientalis","Ovis orientalis","mandible","","","20","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/BE100573-D05C-4C62-C97E-482BD92EDD80","https://n2t.net/ark:/28722/k2zs2qs00","Bone G1420-5","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G14","http://opencontext.org/subjects/D7F3719B-C90B-44CB-E19A-5A82CBA55B99","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:41Z","Ovis orientalis","Ovis orientalis","mandible","","","20","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/7319B60F-975C-4A8E-138C-6D383360C45A","https://n2t.net/ark:/28722/k2vt1n26p","Bone G1218-142","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:04Z","Sheep/goat","Sheep or goat","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis/Capra","Levent Atici","1","1"
"http://opencontext.org/subjects/E797B85D-6634-42F9-F9FD-4CE8C00FD8CE","https://n2t.net/ark:/28722/k2891630d","Bone D1418-480","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:43:47Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/5CEDCDDA-C910-454D-E71F-D482AA3E5963","https://n2t.net/ark:/28722/k2w091t5p","Bone D1418-483","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:43:47Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","2","2"
"http://opencontext.org/subjects/2DA54ED8-94CA-464D-FB4A-4A44675512AB","https://n2t.net/ark:/28722/k2gt5ks7v","Bone D1418-484","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:43:47Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","Malocclusion","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/91810580-A7B5-4587-C32C-C46CD8CF048D","https://n2t.net/ark:/28722/k2kh0kb0k","Bone F1419-192","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:17Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/9F68E54F-FB4E-4249-00E1-A598F73167AC","https://n2t.net/ark:/28722/k22j6dg84","Bone F1419-195","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:18Z","Sheep/goat","Sheep or goat","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis/Capra","Levent Atici","1","1"
"http://opencontext.org/subjects/725DD21B-725D-4A71-B5E2-781A9B0ED60A","https://n2t.net/ark:/28722/k29s1qw8x","Bone D1418-13","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:42:41Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Not applicable","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/60AB1FDF-3FD1-44E5-51EE-57419096C7A6","https://n2t.net/ark:/28722/k2jd4v21z","Bone F1420-730","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:49:00Z","Ovis orientalis","Ovis orientalis","mandible","","","20","Separate","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/B1D07622-FF9B-44F4-637A-65441EF0D745","https://n2t.net/ark:/28722/k2736rf1h","Bone G1218-147","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:04Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/A67ED752-6DD5-401B-A1E9-B56A55D7AB52","https://n2t.net/ark:/28722/k29z94q2h","Bone F1419-193","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:17Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/023A5447-2F24-4F08-637F-AEA9900D5165","https://n2t.net/ark:/28722/k2br8rv14","Bone G1218-148","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Capra aegagrus","Capra aegagrus","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Capra aegagrus","Levent Atici","1","1"
"http://opencontext.org/subjects/568CD29B-353B-4386-28A8-183A09D8D8FA","https://n2t.net/ark:/28722/k2kd1vw9r","Bone D1417-4","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:42:05Z","Ovis orientalis","Ovis orientalis","mandible","","","17","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/28135BD4-C7A5-4900-8341-E87E5ABB6380","https://n2t.net/ark:/28722/k2xs5pv5q","Bone F1419-198","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:18Z","Sheep/goat","Sheep or goat","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis/Capra","Levent Atici","0","1"
"http://opencontext.org/subjects/6E88D0CA-7CC6-4480-4423-7E3F86B47ADB","https://n2t.net/ark:/28722/k2b27v41p","Bone G1319-2200","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G13","http://opencontext.org/subjects/FAD839CC-1E99-40F2-6269-B5B558C48CCB","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:30Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/C017F9A2-30B1-44F4-3221-3EA23AE1E408","https://n2t.net/ark:/28722/k2mg7m708","Bone D1418-486","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:43:48Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","0","1"
"http://opencontext.org/subjects/2E3C9924-074E-4F7D-4934-4E0DA4F60437","https://n2t.net/ark:/28722/k28c9wg29","Bone D1419-11","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:45:21Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/C0704257-802F-463A-92AA-C635F2A8AA12","https://n2t.net/ark:/28722/k2bp02g0q","Bone G1421-2","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G14","http://opencontext.org/subjects/D7F3719B-C90B-44CB-E19A-5A82CBA55B99","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:55Z","Ovis orientalis","Ovis orientalis","mandible","","","21","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/2DDE0A8F-D0CE-4B36-C034-91DC37464577","https://n2t.net/ark:/28722/k26d5tp69","Bone F1420-310","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:48:04Z","Ovis orientalis","Ovis orientalis","fused metatarsal bones 3 and 4","Distal epiphysis fused","","20","Separate","1/2","Complete","End + shaft","Fused","Not applicable","Metatarsus III + IV","No pathology","Distal","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/3A811FE2-365B-4FE8-D716-458264AC5E5E","https://n2t.net/ark:/28722/k21g0p673","Bone F1420-733","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:49:00Z","Ovis orientalis","Ovis orientalis","mandible","","","20","Separate","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/FF5C52E2-5489-4633-C47C-F160C900B8A8","https://n2t.net/ark:/28722/k2t150206","Bone F1419-197","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:18Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/BC703539-FAF4-4BED-6F44-E3F919C4CC00","https://n2t.net/ark:/28722/k21r6sc9k","Bone G1319-2184","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G13","http://opencontext.org/subjects/FAD839CC-1E99-40F2-6269-B5B558C48CCB","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:27Z","Ovis orientalis","Ovis orientalis","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/2AD63A9F-100F-45FD-DE54-17E049901419","https://n2t.net/ark:/28722/k27945662","Bone G1319-2196","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G13","http://opencontext.org/subjects/FAD839CC-1E99-40F2-6269-B5B558C48CCB","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:29Z","Sheep/goat","Sheep or goat","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis/Capra","Levent Atici","0","1"
"http://opencontext.org/subjects/243382D4-4169-4CAD-106E-0D45BB75E67C","https://n2t.net/ark:/28722/k21z46487","Bone D1418-974","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square D14","http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:45:00Z","Ovis orientalis","Ovis orientalis","fused metacarpal bones 3 and 4","Distal epiphysis fused","","18","Separate","< 1/4 of estimated size","Complete","End only","Fused","Not applicable","Metacarpus III + IV","No pathology","Distal","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/E87B78B3-AF63-4393-7179-BC3DEE380858","https://n2t.net/ark:/28722/k2tt4m55z","Bone G1218-150","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Capra aegagrus","Capra aegagrus","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Right","Capra aegagrus","Levent Atici","1","1"
"http://opencontext.org/subjects/694999BE-95C2-4739-68CE-3B6635C33BF6","https://n2t.net/ark:/28722/k2q23wc2m","Bone G1218-151","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/DE0A30CB-75C3-4368-16CC-87A6CD7F28BF","https://n2t.net/ark:/28722/k2q52kr0h","Bone F1419-217","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:47:21Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/3AE81B20-5070-4FCB-CEB5-4A496899CB45","https://n2t.net/ark:/28722/k2k935j9q","Bone G1218-152","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/1D43B3ED-CB60-4220-4B83-9BBFF9963816","https://n2t.net/ark:/28722/k2fj2fr5k","Bone G1218-153","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/96112898-6472-42E7-D803-6CEB13EB6F53","https://n2t.net/ark:/28722/k29w0fb64","Bone G1218-154","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/B446192D-15EF-4CB0-1BC0-F613667FDD1D","https://n2t.net/ark:/28722/k22b90q5x","Bone G1218-155","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:06Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/0635FC60-0D7E-4CEF-1950-2D468F6B6F82","https://n2t.net/ark:/28722/k2zs2qr9w","Bone G1319-2197","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G13","http://opencontext.org/subjects/FAD839CC-1E99-40F2-6269-B5B558C48CCB","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:29Z","Sheep/goat","Sheep or goat","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis/Capra","Levent Atici","0","1"
"http://opencontext.org/subjects/13ED7F6D-DF9A-4D6A-7F37-D564494E004F","https://n2t.net/ark:/28722/k2xk8930z","Bone G1218-156","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:06Z","Ovis orientalis","Ovis orientalis","tooth of lower jaw","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Loose mandibular tooth","No pathology","Not applicable","Nonidentified","Left","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/33D259AB-5861-4364-7D9B-8433D0CF5A17","https://n2t.net/ark:/28722/k2dn4477k","Bone F1420-731","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square F14","http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:49:00Z","Sheep/goat","Sheep or goat","mandible","","","20","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis/Capra","Levent Atici","0","1"
"http://opencontext.org/subjects/9FD7983E-7142-4F9C-04DF-DDA8E53FA365","https://n2t.net/ark:/28722/k23b61m6n","Bone G1218-149","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G12","http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:50:05Z","Ovis orientalis","Ovis orientalis","mandible","","","18","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Right","Ovis orientalis","Levent Atici","1","1"
"http://opencontext.org/subjects/96B51638-1C2D-443C-2863-03B6963F9E41","https://n2t.net/ark:/28722/k23j3fd2x","Bone G1319-2198","Zooarchaeology of Karain Cave B","http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5","Turkey","Karain B Cave","PI.2","Square G13","http://opencontext.org/subjects/FAD839CC-1E99-40F2-6269-B5B558C48CCB","37.077589","30.5708","-17850","-17050","Animal Bone","2013-02-25T00:00:00Z","2020-03-28T05:53:30Z","Sheep/goat","Sheep or goat","mandible","","","19","Separate","Nonidentified","Not applicable","Not applicable","Not applicable","Not applicable","Mandible with teeth","No pathology","Not applicable","Nonidentified","Left","Ovis/Capra","Levent Atici","0","1"
