Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,calcaneus,Calcaneus,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,femur,Femur,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cervical vertebra 1,Atlas,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,middle phalanx,Phalanx anterior/posterior 2,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cervical vertebra,Cervical vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lumbar vertebra,Lumbar vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,middle phalanx,Phalanx anterior/posterior 2,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-11700,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,radius bone,Radius,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,rib,Costa,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,calcaneus,Calcaneus,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Distal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,humerus,Humerus,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,rib,Costa,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal carpal bone 4,Os carpale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,talus,Astragalus,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal carpal bone 4,Os carpale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,caudal vertebra,Caudal vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,vertebra,Nonidentified vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,scapula,Scapula,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,thoracic vertebra,Thoracic vertebra,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal tarsal bone 1,Os tarsale I,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,horn,Horncore,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,hyoid bone,Hyoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,centroquartal bone,Os tarsi centrale + Os tarsale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,cranium,Cranium,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal carpal bone 4,Os carpale IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,distal phalanx,Phalanx anterior/posterior 3,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sternum,Sternum,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused tarsals 2 and 3,Os tarsale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-12500,-12100,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Distal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,cervical vertebra 2,Axis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-11900,-11700,Sheep/goat,Sheep or goat,proximal phalanx,Phalanx anterior/posterior 1,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,lateral malleolus of fibula,Os malleolare,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,fused carpals 2 and 3,Os carpale II + III,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Distal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,innominate bone,Pelvis,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
-17840,-10950,Sheep/goat,Sheep or goat,sesamoid bone,Proximal sesamoid,Ovis/Capra,,,,,,,,,,,,,,,,,,,,
